05;05;99;03;03;03;03;03;03;03;03;03;03;03;03;05;05;01;03;03;03;01;05;05;05;03;03;03;03;03;03;03;03;03;03;03;03;03;03;99;05;05
05;05;99;03;03;10;10;10;10;10;10;10;10;10;10;05;05;01;03;03;03;01;05;05;05;03;03;03;03;03;03;03;03;03;03;03;03;03;03;99;05;05
05;05;99;03;03;10;99;99;99;99;99;99;99;99;10;05;05;01;03;03;03;01;05;05;05;03;03;99;99;99;99;99;99;99;99;99;99;99;03;99;05;05
05;05;99;03;03;10;99;99;99;99;99;99;10;10;10;01;01;01;03;03;03;01;01;01;01;03;03;99;99;99;99;99;99;99;99;99;99;99;03;99;05;05
05;05;99;03;03;10;99;99;99;99;99;99;10;10;10;01;01;01;03;03;03;01;01;01;01;03;03;99;99;99;99;99;99;99;99;99;99;99;03;99;05;05
05;05;99;03;03;10;99;99;99;99;99;99;99;99;10;05;05;01;03;03;03;01;05;05;05;03;03;99;99;99;99;99;10;99;99;99;99;99;03;99;05;05
05;05;99;03;03;10;10;10;10;10;10;10;10;10;10;05;05;01;03;03;03;01;05;05;05;03;03;03;03;03;03;03;10;03;03;03;03;03;03;99;05;05
05;05;99;03;03;03;03;03;03;03;03;03;03;03;03;05;05;01;03;03;03;01;05;05;05;03;03;03;03;03;03;03;10;03;03;03;03;03;03;99;05;05
05;05;99;03;03;03;03;03;03;03;03;03;03;03;03;05;05;01;03;03;03;01;05;05;05;05;05;05;05;05;05;05;10;05;05;05;05;05;05;99;05;05
05;05;99;10;10;10;10;10;10;10;10;10;10;10;10;05;05;01;01;01;01;01;05;05;05;05;05;05;05;05;05;05;10;05;05;05;05;05;05;99;05;05
05;05;99;10;10;10;10;10;10;10;10;10;10;10;10;05;05;05;05;01;05;05;05;05;05;05;05;05;05;05;05;05;10;05;05;05;05;05;05;99;05;05
05;05;99;10;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;05;99;99;99;99;99;99;99;99;01;01;01;10;01;01;01;01;01;01;99;05;05
05;05;99;10;01;10;10;99;99;99;99;99;10;05;05;05;05;05;05;01;05;99;99;99;99;99;99;01;01;01;01;01;10;01;01;01;01;01;01;99;05;05
05;05;99;10;01;10;10;99;99;99;99;99;10;05;05;05;05;05;05;01;05;99;99;99;99;99;99;01;01;01;01;01;10;01;01;01;01;01;01;99;05;05
05;05;99;10;01;10;10;99;99;99;99;99;10;05;05;05;05;05;01;01;05;99;99;99;99;99;99;99;99;01;01;01;10;01;01;01;01;01;01;99;05;05
05;05;99;10;01;10;10;01;01;99;99;99;10;05;05;05;05;05;01;99;05;05;05;05;05;05;03;10;10;10;10;10;10;10;10;10;10;10;10;99;05;05
05;05;99;10;01;10;10;99;99;99;99;99;10;01;01;01;01;01;01;99;05;05;05;05;05;05;03;10;10;10;10;10;10;10;10;10;10;10;10;99;05;05
05;05;99;10;01;10;10;99;99;99;99;99;10;01;99;99;99;99;99;99;05;05;05;05;05;05;03;03;03;99;99;99;99;99;99;99;03;03;10;99;05;05
05;05;99;10;01;10;10;99;99;99;99;99;10;01;05;05;05;05;05;05;05;05;05;05;05;05;03;03;03;99;99;99;99;99;99;10;10;10;10;99;05;05
05;05;99;10;01;10;10;10;10;10;10;10;10;01;01;01;01;01;01;01;01;01;01;01;01;01;03;03;03;99;99;99;99;99;99;99;03;03;10;99;05;05
05;05;99;10;01;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;01;05;05;05;05;03;10;10;10;10;10;10;10;10;10;10;10;10;99;05;05
05;05;99;10;01;01;01;01;01;01;01;01;01;01;01;01;01;01;01;05;10;01;05;05;05;05;03;10;10;10;10;10;10;10;10;10;10;10;10;99;05;05
05;05;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;10;01;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;99;05;05
05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;10;01;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05
05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;10;01;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05;05
